master_site_id,dive_site_name,country_or_area,country_code,latitude,longitude,max_depth_m,source_count,sources,source_record_count,source_record_ids,source_urls,licenses_and_attribution,data_quality_notes
DS003746,Caye Martinique,Guadeloupe,GP,16.1402623,-61.5594295,18,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):12236385885,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/guadeloupe.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS003747,Caye Tome,Guadeloupe,GP,16.1513425,-61.5717816,18,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):12236385927,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/guadeloupe.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS003748,Caye à l'Anglais,Guadeloupe,GP,16.2096137,-61.5684835,18,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):1272054415,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/guadeloupe.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS003749,Cousteau Reserve - Pigeon Island,Guadeloupe,GP,16.168,-61.79,12,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):guadeloupe:1,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/guadeloupe.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS003750,Crazy coral,Guadeloupe,GP,16.2527,-61.266,19,1,OpenDiveMap,1,OpenDiveMap:0ttxq2,https://api.opendivemap.com/v1/sites/0ttxq2,ODbL-1.0; © OpenDiveMap contributors,NA
DS003751,Epave de l'Îlet Fortune,Guadeloupe,GP,16.1598393,-61.5445404,16,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):9178187671,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/guadeloupe.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS003752,Frégate-de-Bas,Guadeloupe,GP,16.1962489,-61.5559422,20,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):11819353255,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/guadeloupe.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS003753,Frégate-de-Haut,Guadeloupe,GP,16.1912892,-61.5520796,20,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):11819353254,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/guadeloupe.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS003754,GROS MORNE INTERIEUR,Guadeloupe,GP,16.311,-61.8008,14,1,OpenDiveMap,1,OpenDiveMap:4zpapu,https://api.opendivemap.com/v1/sites/4zpapu,ODbL-1.0; © OpenDiveMap contributors,NA
DS003755,GROTTES DE FERRY,Guadeloupe,GP,16.2818,-61.8054,16,1,OpenDiveMap,1,OpenDiveMap:p7k9xa,https://api.opendivemap.com/v1/sites/p7k9xa,ODbL-1.0; © OpenDiveMap contributors,NA
DS003756,Jardin de Corail,Guadeloupe,GP,16.165,-61.792,12,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):guadeloupe:3,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/guadeloupe.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS003757,L'Aquarium,Guadeloupe,GP,15.850237,-61.5916944,18,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):9383584506,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/guadeloupe.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS003758,L'Augustin Fresnel II,Guadeloupe,GP,16.1026954,-61.7771092,33,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):11564342992,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/guadeloupe.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS003759,La Baleine,Guadeloupe,GP,15.8800649,-61.5870059,22,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):9383533418,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/guadeloupe.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS003760,La Broumine,Guadeloupe,GP,15.8766667,-61.5775,18,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):7103821781,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/guadeloupe.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS003761,La Caye,Guadeloupe,GP,16.155,-61.798,25,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):guadeloupe:7,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/guadeloupe.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS003762,La pointe à vache,Guadeloupe,GP,15.8687,-61.6378,19,1,OpenDiveMap,1,OpenDiveMap:npljtk,https://api.opendivemap.com/v1/sites/npljtk,ODbL-1.0; © OpenDiveMap contributors,NA
DS003763,Le Canon,Guadeloupe,GP,16.4437,-61.5411,16,1,OpenDiveMap,1,OpenDiveMap:kf1ih8,https://api.opendivemap.com/v1/sites/kf1ih8,ODbL-1.0; © OpenDiveMap contributors,NA
DS003764,Le Franjack,Guadeloupe,GP,16.1656996,-61.7804476,23,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):11564342991,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/guadeloupe.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS003765,Le Gustavia,Guadeloupe,GP,16.1658403,-61.7862524,40,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):11564342990,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/guadeloupe.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS003766,Le Sec Pâté,Guadeloupe,GP,15.9010173,-61.6555095,30,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):9383533417,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/guadeloupe.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS003767,LE STANIOR,Guadeloupe,GP,16.2859,-61.8087,26,1,OpenDiveMap,1,OpenDiveMap:r3kwad,https://api.opendivemap.com/v1/sites/r3kwad,ODbL-1.0; © OpenDiveMap contributors,NA
DS003768,Le Tunnel de la Grande Vigie,Guadeloupe,GP,16.5114,-61.4666,20,1,OpenDiveMap,1,OpenDiveMap:ttqarv,https://api.opendivemap.com/v1/sites/ttqarv,ODbL-1.0; © OpenDiveMap contributors,NA
DS003769,Les Saintes - Pain de Sucre,Guadeloupe,GP,15.87,-61.62,20,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):guadeloupe:11,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/guadeloupe.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS003770,Les Sources d'Eau Chaude,Guadeloupe,GP,16.16,-61.795,23,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):guadeloupe:5,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/guadeloupe.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS003771,Lynndy,Guadeloupe,GP,15.8710183,-61.5844046,15,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):760445665,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/guadeloupe.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS003772,PAUL THOMAS,Guadeloupe,GP,16.2847,-61.8035,17,1,OpenDiveMap,1,OpenDiveMap:gwr6io,https://api.opendivemap.com/v1/sites/gwr6io,ODbL-1.0; © OpenDiveMap contributors,NA
DS003773,Piscine,Guadeloupe,GP,16.172,-61.788,6,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):guadeloupe:4,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/guadeloupe.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS003774,Platax,Guadeloupe,GP,16.3934,-61.542,39,1,OpenDiveMap,1,OpenDiveMap:bfbn4d,https://api.opendivemap.com/v1/sites/bfbn4d,ODbL-1.0; © OpenDiveMap contributors,NA
DS003775,POINTE AUX FOUS,Guadeloupe,GP,16.2989,-61.8031,15,1,OpenDiveMap,1,OpenDiveMap:qcjnla,https://api.opendivemap.com/v1/sites/qcjnla,ODbL-1.0; © OpenDiveMap contributors,NA
DS003776,POINTE BATTERIE,Guadeloupe,GP,16.3044,-61.8021,17,1,OpenDiveMap,1,OpenDiveMap:pndct4,https://api.opendivemap.com/v1/sites/pndct4,ODbL-1.0; © OpenDiveMap contributors,NA
DS003777,Pointe du Gouvernail,Guadeloupe,GP,15.8614736,-61.646976,22,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):9383584501,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/guadeloupe.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS003778,POINTE FERRY,Guadeloupe,GP,16.2718,-61.8098,15,1,OpenDiveMap,1,OpenDiveMap:ipgz98,https://api.opendivemap.com/v1/sites/ipgz98,ODbL-1.0; © OpenDiveMap contributors,NA
DS003779,Pointe Malendure,Guadeloupe,GP,16.175,-61.78,20,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):guadeloupe:6,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/guadeloupe.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS003780,Pointe à Cabrit,Guadeloupe,GP,15.8775259,-61.601923,15,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):9383506615,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/guadeloupe.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS003781,Pointe à Lézard,Guadeloupe,GP,16.18,-61.775,25,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):guadeloupe:8,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/guadeloupe.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS003782,Sec Pâté,Guadeloupe,GP,16.15,-61.8,40,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):guadeloupe:9,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/guadeloupe.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS003783,Épave de Caret,Guadeloupe,GP,16.3617054,-61.6482558,18,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):9178392808,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/guadeloupe.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS003784,American Tanker,Guam,GU,NA,NA,39.62,1,PADI Global Dive Sites,1,PADI Global Dive Sites:7872,https://www.padi.com/dive-site/guam/american-tanker/,PADI terms; factual compilation for personal research,coordinates unavailable
DS003785,Amphitheater,Guam,GU,NA,NA,NA,1,PADI Global Dive Sites,1,PADI Global Dive Sites:7980,https://www.padi.com/dive-site/guam/amphitheater/,PADI terms; factual compilation for personal research,coordinates unavailable; max depth unavailable
DS003786,Amtrak,Guam,GU,NA,NA,NA,1,PADI Global Dive Sites,1,PADI Global Dive Sites:10521,https://www.padi.com/dive-site/guam/amtrak/,PADI terms; factual compilation for personal research,coordinates unavailable; max depth unavailable
DS003787,Barge Reer,Guam,GU,NA,NA,NA,1,PADI Global Dive Sites,1,PADI Global Dive Sites:7981,https://www.padi.com/dive-site/guam/barge-reer/,PADI terms; factual compilation for personal research,coordinates unavailable; max depth unavailable
DS003788,Barracuda Rock,Guam,GU,NA,NA,NA,1,PADI Global Dive Sites,1,PADI Global Dive Sites:7849,https://www.padi.com/dive-site/guam/barracuda-rock/,PADI terms; factual compilation for personal research,coordinates unavailable; max depth unavailable
DS003789,Blue and White,Guam,GU,NA,NA,NA,1,PADI Global Dive Sites,1,PADI Global Dive Sites:8066,https://www.padi.com/dive-site/guam/blue-and-white/,PADI terms; factual compilation for personal research,coordinates unavailable; max depth unavailable
DS003790,Blue Hole,Guam,GU,13.4365,144.626083,40,2,Dive Vibe Community (cleaned/curated) | PADI Global Dive Sites,2,Dive Vibe Community (cleaned/curated):guam:3 | PADI Global Dive Sites:8068,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/guam.json | https://www.padi.com/dive-site/guam/blue-hole-9/,ODbL-1.0 / mixed third-party factual contributions | PADI terms; factual compilation for personal research,NA
DS003791,Coral Gardens,Guam,GU,NA,NA,NA,1,PADI Global Dive Sites,1,PADI Global Dive Sites:7853,https://www.padi.com/dive-site/guam/coral-gardens-9/,PADI terms; factual compilation for personal research,coordinates unavailable; max depth unavailable
DS003792,Finger Reef,Guam,GU,NA,NA,NA,1,PADI Global Dive Sites,1,PADI Global Dive Sites:7852,https://www.padi.com/dive-site/guam/finger-reef/,PADI terms; factual compilation for personal research,coordinates unavailable; max depth unavailable
DS003793,Fish Eye,Guam,GU,NA,NA,NA,1,PADI Global Dive Sites,1,PADI Global Dive Sites:8768,https://www.padi.com/dive-site/guam/fish-eye/,PADI terms; factual compilation for personal research,coordinates unavailable; max depth unavailable
DS003794,Fish Eye Marine Park,Guam,GU,13.428,144.654,10,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):guam:5,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/guam.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS003795,Gab Gab,Guam,GU,NA,NA,30.48,1,PADI Global Dive Sites,1,PADI Global Dive Sites:4883,https://www.padi.com/dive-site/guam/gab-gab/,PADI terms; factual compilation for personal research,coordinates unavailable
DS003796,Gab Gab II,Guam,GU,NA,NA,36.58,1,PADI Global Dive Sites,1,PADI Global Dive Sites:7869,https://www.padi.com/dive-site/guam/gab-gab-ii/,PADI terms; factual compilation for personal research,coordinates unavailable
DS003797,Gab Gab Reef,Guam,GU,13.445,144.643611,18,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):guam:4,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/guam.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS003798,Gun Beach,Guam,GU,13.52,144.78,30,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):guam:6,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/guam.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS003799,Hap's Reef,Guam,GU,13.38,144.635,18,2,Dive Vibe Community (cleaned/curated) | PADI Global Dive Sites,2,Dive Vibe Community (cleaned/curated):guam:7 | PADI Global Dive Sites:8217,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/guam.json | https://www.padi.com/dive-site/guam/haps-reef/,ODbL-1.0 / mixed third-party factual contributions | PADI terms; factual compilation for personal research,NA
DS003800,Harley Reef,Guam,GU,NA,NA,NA,1,PADI Global Dive Sites,1,PADI Global Dive Sites:7568,https://www.padi.com/dive-site/guam/harley-reef/,PADI terms; factual compilation for personal research,coordinates unavailable; max depth unavailable
DS003801,Kitsugawa Maru,Guam,GU,NA,NA,31.39,1,PADI Global Dive Sites,1,PADI Global Dive Sites:7569,https://www.padi.com/dive-site/guam/kitsugawa-maru/,PADI terms; factual compilation for personal research,coordinates unavailable
DS003802,Octopus Reef,Guam,GU,NA,NA,39.62,1,PADI Global Dive Sites,1,PADI Global Dive Sites:7604,https://www.padi.com/dive-site/guam/octopus-reef-2/,PADI terms; factual compilation for personal research,coordinates unavailable
DS003803,OutHouse Beach,Guam,GU,NA,NA,NA,1,PADI Global Dive Sites,1,PADI Global Dive Sites:8144,https://www.padi.com/dive-site/guam/outhouse-beach/,PADI terms; factual compilation for personal research,coordinates unavailable; max depth unavailable
DS003804,SeaBee Junkyard,Guam,GU,NA,NA,NA,1,PADI Global Dive Sites,1,PADI Global Dive Sites:8216,https://www.padi.com/dive-site/guam/seabee-junkyard/,PADI terms; factual compilation for personal research,coordinates unavailable; max depth unavailable
DS003805,Shark Pit,Guam,GU,13.435,144.625,20,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):guam:8,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/guam.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS003806,Sharks Pit,Guam,GU,NA,NA,NA,1,PADI Global Dive Sites,1,PADI Global Dive Sites:7979,https://www.padi.com/dive-site/guam/sharks-pit/,PADI terms; factual compilation for personal research,coordinates unavailable; max depth unavailable
DS003807,SMS Cormoran,Guam,GU,13.4557,144.653883,36.58,2,Dive Vibe Community (cleaned/curated) | PADI Global Dive Sites,2,Dive Vibe Community (cleaned/curated):guam:1 | PADI Global Dive Sites:7875,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/guam.json | https://www.padi.com/dive-site/guam/sms-cormoran/,ODbL-1.0 / mixed third-party factual contributions | PADI terms; factual compilation for personal research,NA
DS003808,Tarzan Cave,Guam,GU,NA,NA,NA,1,PADI Global Dive Sites,1,PADI Global Dive Sites:7539,https://www.padi.com/dive-site/guam/tarzan-cave/,PADI terms; factual compilation for personal research,coordinates unavailable; max depth unavailable
DS003809,The Tunnel,Guam,GU,NA,NA,NA,1,PADI Global Dive Sites,1,PADI Global Dive Sites:7605,https://www.padi.com/dive-site/guam/the-tunnel-2/,PADI terms; factual compilation for personal research,coordinates unavailable; max depth unavailable
DS003810,Tokai Maru,Guam,GU,13.4557,144.653883,37,2,Dive Vibe Community (cleaned/curated) | PADI Global Dive Sites,2,Dive Vibe Community (cleaned/curated):guam:2 | PADI Global Dive Sites:7874,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/guam.json | https://www.padi.com/dive-site/guam/tokai-maru/,ODbL-1.0 / mixed third-party factual contributions | PADI terms; factual compilation for personal research,NA
DS003811,"Tumon bay, Guam",Guam,GU,NA,NA,NA,1,PADI Global Dive Sites,1,PADI Global Dive Sites:1807,https://www.padi.com/dive-site/guam/tumon-bay-guam/,PADI terms; factual compilation for personal research,coordinates unavailable; max depth unavailable
DS003812,Turtle Rock,Guam,GU,NA,NA,NA,1,PADI Global Dive Sites,1,PADI Global Dive Sites:7870,https://www.padi.com/dive-site/guam/turtle-rock-3/,PADI terms; factual compilation for personal research,coordinates unavailable; max depth unavailable
DS003813,Val Bomber,Guam,GU,NA,NA,30.48,1,PADI Global Dive Sites,1,PADI Global Dive Sites:7848,https://www.padi.com/dive-site/guam/val-bomber/,PADI terms; factual compilation for personal research,coordinates unavailable
DS003814,Western Shoals,Guam,GU,NA,NA,NA,1,PADI Global Dive Sites,1,PADI Global Dive Sites:8215,https://www.padi.com/dive-site/guam/western-shoals/,PADI terms; factual compilation for personal research,coordinates unavailable; max depth unavailable
DS003815,Agua Caliente,Guatemala,GT,14.7358,-91.2201,17,1,OpenDiveMap,1,OpenDiveMap:8i5wue,https://api.opendivemap.com/v1/sites/8i5wue,ODbL-1.0; © OpenDiveMap contributors,NA
DS003816,Casa del Mundo,Guatemala,GT,14.7353,-91.2121,18,1,OpenDiveMap,1,OpenDiveMap:dyxn8r,https://api.opendivemap.com/v1/sites/dyxn8r,ODbL-1.0; © OpenDiveMap contributors,NA
DS003817,Batu Jabu,Halmahera,ID,-0.3995,127.735,35,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):halmahera:10,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/halmahera.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS003818,Batu Mandi,Halmahera,ID,-0.0271,127.207,30,2,Dive Vibe Community (cleaned/curated) | PADI Global Dive Sites,2,Dive Vibe Community (cleaned/curated):halmahera:7 | PADI Global Dive Sites:1088,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/halmahera.json | https://www.padi.com/dive-site/indonesia/batu-mandi/,ODbL-1.0 / mixed third-party factual contributions | PADI terms; factual compilation for personal research,NA
DS003819,Biatabang,Halmahera,ID,0.76,127.37,30,2,Dive Vibe Community (cleaned/curated) | PADI Global Dive Sites,2,Dive Vibe Community (cleaned/curated):halmahera:3 | PADI Global Dive Sites:11300,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/halmahera.json | https://www.padi.com/dive-site/indonesia/biatabang/,ODbL-1.0 / mixed third-party factual contributions | PADI terms; factual compilation for personal research,NA
DS003820,Bristol Plane Wreck,Halmahera,ID,2.18,128.28,50,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):halmahera:14,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/halmahera.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS003821,Foya Wreck,Halmahera,ID,0.32,127.88,30,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):halmahera:11,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/halmahera.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS003822,Makian Black Sand,Halmahera,ID,0.32,127.395,20,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):halmahera:16,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/halmahera.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS003823,Proco Channel,Halmahera,ID,-0.4078,127.7278,30,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):halmahera:9,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/halmahera.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS003824,Pulau Pisang,Halmahera,ID,-1.401,128.9207,35,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):halmahera:13,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/halmahera.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS003825,Pulau Tifore,Halmahera,ID,0.9708,126.1445,30,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):halmahera:5,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/halmahera.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS003826,Reenie's Rock,Halmahera,ID,-0.0233,127.222,40,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):halmahera:6,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/halmahera.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS003827,Shark Mountain,Halmahera,ID,0.38,128.01,40,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):halmahera:12,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/halmahera.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS003828,Taman Nukila Wreck,Halmahera,ID,0.782,127.374,23,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):halmahera:4,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/halmahera.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS003829,Terumbu Gora,Halmahera,ID,-0.0292,127.224,35,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):halmahera:8,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/halmahera.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS003830,Tosei Maru,Halmahera,ID,1.1452,127.8332,20,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):20315906,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/halmahera.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS003831,USS PT-371,Halmahera,ID,2.0917,127.8305,15,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):2144506344,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/halmahera.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS003832,Womow Reef,Halmahera,ID,1.78,128.05,35,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):halmahera:15,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/halmahera.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS003833,Amber's Arches,Hawaii - Kauai,US,21.8755,-159.453,24,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):hawaii-kauai:5,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/hawaii-kauai.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS003834,Brennecke's Ledge,Hawaii - Kauai,US,21.873,-159.439,30,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):hawaii-kauai:4,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/hawaii-kauai.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS003835,General Store,Hawaii - Kauai,US,21.876,-159.445,27,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):hawaii-kauai:3,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/hawaii-kauai.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS003836,Koloa Landing,Hawaii - Kauai,US,21.8682,-159.4276,18,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):hawaii-kauai:1,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/hawaii-kauai.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS003837,Kukuiula Bay,Hawaii - Kauai,US,21.8771,-159.4825,15,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):hawaii-kauai:9,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/hawaii-kauai.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS003838,Mana Crack,Hawaii - Kauai,US,21.9551,-159.7725,30,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):hawaii-kauai:8,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/hawaii-kauai.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS003839,Ni'ihau,Hawaii - Kauai,US,21.9,-160.15,45,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):hawaii-kauai:7,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/hawaii-kauai.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS003840,Prince Kuhio Beach,Hawaii - Kauai,US,21.8722,-159.4326,6,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):hawaii-kauai:10,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/hawaii-kauai.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS003841,Sheraton Caverns,Hawaii - Kauai,US,21.8748,-159.4505,21,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):hawaii-kauai:2,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/hawaii-kauai.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS003842,Tunnels Beach (Makua),Hawaii - Kauai,US,22.2203,-159.5695,21,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):hawaii-kauai:6,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/hawaii-kauai.json,ODbL-1.0 / mixed third-party factual contributions,NA
